product_id,cost_price,current_price,customer_rating,discount,sales_volume,profit_margin,price_ratio,price_adjustment
1,193.52,127.38,2.0,0.34,667,-66.14000000000001,0.5130911141545155,57.33
2,475.85,334.3,2.0,0.4,70,-141.55,1.004446848146145,69.3
3,368.68,526.31,4.6,0.13,113,157.62999999999994,1.5926587181504568,67.87
4,303.34,444.69,2.0,0.31,214,141.35000000000002,8.71087169441724,58.86
5,86.45,487.81,2.1,0.29,76,401.36,1.0607563006936742,59.24
6,86.44,402.09,4.0,0.42,360,315.65,3.6596887230363153,88.4
7,38.46,421.52,2.8,0.45,334,383.06,1.048974716304997,79.66
8,434.43,512.53,4.1,0.01,709,78.09999999999997,1.1964377421915122,44.91
9,304.55,164.81,1.3,0.34,330,-139.74,0.4146476463632475,53.7
10,356.96,303.87,3.0,0.03,887,-53.089999999999975,0.9357043879907622,34.13
11,20.09,148.3,1.1,0.27,880,128.21,6.498685363716039,39.2
12,485.26,592.85,1.3,0.14,213,107.59000000000003,2.8529836381135705,34.87
13,417.9,567.55,4.6,0.15,947,149.64999999999998,1.6762160725361055,61.53
14,114.05,42.87,1.6,0.18,967,-71.18,0.19285617886544604,34.33
15,99.09,429.23,3.1,0.31,273,330.14,0.899928715196243,69.27
16,99.87,556.64,2.6,0.17,833,456.77,3.0888407968481215,44.67
17,159.08,124.73,2.4,0.37,195,-34.35000000000001,0.7250058126017206,69.05
18,267.13,349.41,4.6,0.2,999,82.28000000000003,2.221155679867777,66.01
19,221.65,550.98,1.1,0.03,917,329.33000000000004,2.854227103191049,14.83
20,152.7,39.69,3.7,0.39,79,-113.00999999999999,0.12672009195108713,85.21
21,309.81,424.5,4.9,0.14,94,114.69,1.0794659885568976,72.06
22,78.35,192.46,3.2,0.22,836,114.11000000000001,0.5209083281457222,55.64
23,153.15,556.15,4.7,0.34,520,403.0,1.2438217073334377,85.8
24,189.52,583.21,1.2,0.17,83,393.69000000000005,1.1927560536649215,38.17
25,233.47,567.67,2.7,0.03,702,334.19999999999993,1.2570194862710362,32.98
26,394.74,295.04,2.0,0.19,476,-99.69999999999999,11.73587907716786,44.24
27,107.84,519.98,3.9,0.47,879,412.14,1.2722156977882169,87.21
28,261.97,509.84,4.9,0.32,935,247.86999999999995,4.030674361609614,81.65
29,300.28,205.08,2.0,0.34,270,-95.19999999999996,2.381328379006038,61.3
30,32.76,500.77,3.6,0.32,917,468.01,1.4043299026893632,68.83
31,307.7,41.46,1.8,0.1,583,-266.24,0.22283134472750726,32.17
32,93.56,365.84,3.3,0.21,741,272.28,8.029850746268655,56.59
33,41.88,153.41,2.9,0.38,997,111.53,1.730903757192824,67.03
34,474.95,89.93,4.9,0.05,416,-385.02,5.8019354838709685,59.84
35,483.16,64.63,3.4,0.14,981,-418.53000000000003,0.12972180964232666,48.19
36,406.11,423.85,2.4,0.14,890,17.74000000000001,15.046148384806532,39.1
37,159.26,217.13,1.5,0.22,792,57.870000000000005,1.7088776955768927,39.08
38,57.86,440.36,1.6,0.49,964,382.5,1.85258729490955,65.36
39,345.27,57.91,1.9,0.03,599,-287.36,0.28143072362346305,26.01
40,225.67,202.87,2.0,0.26,631,-22.799999999999983,0.4035045846013088,49.69
41,69.8,332.9,4.4,0.09,165,263.09999999999997,9.108071135430917,61.35
42,252.64,478.62,3.2,0.49,288,225.98000000000002,1.655952669273086,88.12
43,26.85,204.88,3.1,0.06,384,178.03,0.5404949084577639,43.16
44,455.57,383.02,1.5,0.2,490,-72.55000000000001,0.745958789389631,40.1
45,136.8,533.87,4.4,0.37,197,397.07,1.5389737676563853,89.03
46,334.64,377.2,3.9,0.35,58,42.56,0.8476214017662524,83.42
47,162.74,155.12,1.3,0.21,337,-7.6200000000000045,2.594413781568824,40.63
48,264.83,34.15,3.8,0.17,437,-230.67999999999998,0.15418999458190355,60.63
49,277.89,524.66,3.2,0.2,99,246.76999999999998,2.4395982516507018,61.01
50,100.58,32.34,1.3,0.13,899,-68.24,0.06611333714939897,27.01
51,485.1,527.33,2.8,0.1,566,42.23000000000002,5.494165451135653,42.34
52,389.82,326.78,2.9,0.24,965,-63.04000000000002,3.394764180344899,53.35
53,470.35,564.66,1.7,0.13,904,94.30999999999995,2.9597442079882583,30.96
54,448.47,483.29,4.8,0.14,687,34.81999999999999,10.949025826914363,65.13
55,302.97,598.8,4.4,0.33,636,295.8299999999999,5.3169952051145435,80.64
56,461.72,223.41,3.7,0.48,726,-238.31000000000003,0.42042567605713316,87.74
57,53.36,464.97,2.8,0.3,327,411.61,1.9049901671583087,64.73
58,106.03,253.12,2.6,0.04,885,147.09,0.716789850763175,31.15
59,32.16,298.33,3.6,0.04,349,266.16999999999996,0.7394106129328079,46.51
60,169.41,383.95,3.2,0.48,851,214.54,1.8169127389740678,81.49
61,200.45,526.73,1.2,0.15,638,326.28000000000003,5.617254985603072,30.62
62,142.96,590.77,3.1,0.05,859,447.80999999999995,4.706580624601657,37.41
63,416.08,465.6,4.2,0.3,698,49.52000000000004,2.5498357064622126,75.02
64,184.81,262.3,2.8,0.31,667,77.49000000000001,0.7382493667323389,62.33
65,147.66,264.39,1.2,0.32,656,116.72999999999999,1.15919852683269,47.44
66,275.92,447.8,4.1,0.13,184,171.88,24.010723860589813,62.16
67,79.05,158.49,1.8,0.01,629,79.44000000000001,0.5372178157413058,22.71
68,403.08,84.07,2.0,0.48,196,-319.01,0.16548886832936358,76.04
69,46.53,225.68,1.7,0.13,539,179.15,0.5021136474880968,34.61
70,493.57,186.6,2.3,0.34,527,-306.97,0.40877127647922185,61.73
71,388.4,191.86,4.0,0.35,208,-196.53999999999996,0.43568898174221093,82.92
72,107.37,155.49,3.1,0.31,433,48.120000000000005,0.8261955366631244,67.67
73,12.71,44.41,1.8,0.16,212,31.699999999999996,0.1046467788302936,41.88
74,409.58,30.37,4.5,0.14,490,-379.21,0.33158641773119335,64.1
75,356.36,592.88,4.5,0.3,902,236.51999999999998,1.6160052333187964,75.98
76,367.21,268.11,4.5,0.43,238,-99.09999999999997,0.7484088878963824,95.62
77,387.92,242.91,2.0,0.47,464,-145.01000000000002,8.469665271966527,72.36
78,46.28,414.2,2.8,0.05,388,367.91999999999996,0.9487813817115631,39.12
79,185.65,146.59,4.9,0.08,656,-39.06,0.2942156390494541,60.44
80,66.78,570.98,4.1,0.47,230,504.20000000000005,3.6121971278547482,95.7
81,432.92,476.08,1.1,0.37,337,43.15999999999997,1.0588261459422192,54.63
82,315.42,71.86,1.3,0.44,883,-243.56,1.2161110170925706,58.17
83,172.14,262.2,2.9,0.1,236,90.06,0.7804035954521101,46.64
84,41.14,529.89,4.6,0.29,933,488.75,1.9281347791281567,75.67
85,162.38,567.94,3.2,0.35,187,405.56000000000006,1.849545706190771,75.13
86,169.34,291.09,3.0,0.34,179,121.74999999999997,0.5701833424743399,72.21
87,367.51,375.78,1.4,0.2,243,8.269999999999982,0.7810038449547958,41.57
88,322.4,116.88,3.6,0.01,365,-205.51999999999998,0.2686773021930026,43.35
89,444.73,594.88,4.3,0.29,834,150.14999999999998,3.6850647339404072,73.66
90,241.39,154.37,2.5,0.13,913,-87.01999999999998,0.30700847221669786,38.87
91,68.6,566.78,4.1,0.23,193,498.17999999999995,8.43799315170463,72.07
92,359.49,396.8,4.9,0.48,65,37.31,0.8415159162725596,106.35
93,382.78,372.49,1.8,0.2,351,-10.289999999999964,1.9546098546465867,44.49
94,285.03,317.36,3.1,0.42,472,32.33000000000004,7.250628284212931,78.28
95,387.77,153.79,2.1,0.09,294,-233.98,0.41218407440165095,37.06
96,251.96,122.39,4.2,0.34,976,-129.57,0.8822172565414835,76.24
97,266.14,147.88,3.3,0.49,156,-118.25999999999999,1.01768632578625,90.44
98,219.5,128.13,3.5,0.05,137,-91.37,0.7168512923799932,48.63
99,22.46,472.16,4.2,0.0,178,449.70000000000005,9.622172406765845,50.22
100,62.87,223.07,2.6,0.22,956,160.2,2.032343294460641,48.44
101,25.4,53.55,4.7,0.05,936,28.15,3.016901408450704,52.64
102,321.84,582.08,3.1,0.37,390,260.24000000000007,2.2980773026965142,74.1
103,164.03,532.6,1.6,0.46,53,368.57000000000005,8.864846870838882,71.47
104,259.2,558.1,3.8,0.22,376,298.90000000000003,1.4678344116564095,66.24
105,454.71,597.05,4.2,0.13,459,142.33999999999997,4.232596058414859,60.41
106,132.15,120.86,2.3,0.22,928,-11.290000000000006,0.23250803178084303,45.72
107,211.09,249.82,4.4,0.36,355,38.72999999999999,0.5192467575656801,86.45
108,380.22,459.78,4.6,0.0,957,79.55999999999995,2.7069767441860466,46.43
109,122.11,423.69,2.1,0.29,656,301.58,0.9761992534906226,53.44
110,47.72,109.26,4.9,0.31,770,61.540000000000006,0.24567162836713585,82.3
111,151.98,493.18,1.6,0.32,274,341.20000000000005,0.9085683756747297,55.26
112,89.0,150.18,1.8,0.12,397,61.18000000000001,0.4485127224943257,36.03
113,465.55,149.81,1.7,0.36,370,-315.74,2.545624468988955,59.3
114,405.98,331.45,4.6,0.05,608,-74.53000000000003,0.9179914695618456,54.92
115,320.37,363.91,3.6,0.1,230,43.54000000000002,1.0416475841538815,53.7
116,437.02,356.45,1.6,0.44,667,-80.57,0.9998036575788175,63.33
117,403.8,73.06,2.8,0.37,760,-330.74,0.4074280615659157,67.4
118,101.42,528.93,3.5,0.01,435,427.50999999999993,1.1137009664582147,41.65
119,447.35,174.05,1.3,0.12,667,-273.3,0.32944049061175046,28.33
120,274.28,95.12,4.5,0.11,841,-179.15999999999997,0.723456038941284,57.59
121,405.65,535.47,4.2,0.14,821,129.82000000000005,8.614382239382241,57.79
122,449.08,574.28,3.0,0.12,157,125.19999999999999,4.822640241854216,50.43
123,165.82,520.03,4.9,0.03,580,354.21,1.1454405286343612,56.2
124,63.93,489.52,2.7,0.23,459,425.59,1.2984615384615383,55.41
125,121.69,400.04,4.9,0.37,345,278.35,1.12595344648034,92.55
126,219.28,339.5,3.7,0.3,867,120.22,1.4763437119499043,68.33
127,410.83,70.45,3.5,0.34,220,-340.38,0.2173443573764423,76.8
128,431.76,256.9,1.7,0.04,380,-174.86,1.4295253463914082,27.2
129,13.41,236.16,4.5,0.48,542,222.75,0.8736958934517203,97.58
130,260.27,170.66,2.7,0.42,244,-89.60999999999999,0.38849051879168656,76.56
131,214.53,439.58,1.6,0.4,61,225.04999999999998,0.8140973405437439,65.39
132,118.83,307.61,1.1,0.41,244,188.78000000000003,0.598602786642796,59.56
133,68.73,67.01,3.2,0.47,539,-1.7199999999999989,0.13021258404259453,83.61
134,175.43,147.71,3.1,0.27,844,-27.72,0.6416873017941701,59.56
135,472.03,416.29,3.9,0.1,930,-55.73999999999995,1.5661775771256583,49.7
136,168.37,64.16,4.6,0.31,231,-104.21000000000001,0.16346080354640646,84.69
137,264.21,513.7,1.3,0.37,866,249.49000000000007,1.01048448964337,51.34
138,354.48,307.18,3.9,0.37,705,-47.30000000000001,3.3767175992085305,78.95
139,188.18,298.74,1.7,0.26,947,110.56,1.6804860212634303,43.53
140,486.17,363.6,4.4,0.03,365,-122.57,4.062569832402235,53.35
141,481.6,498.31,4.3,0.19,743,16.70999999999998,1.4552596226855907,64.57
142,133.37,221.73,3.2,0.46,79,88.35999999999999,1.2396153631128752,87.21
143,253.65,413.25,3.8,0.29,645,159.6,2.1810840766348236,70.55
144,157.43,348.12,2.3,0.27,727,190.69,6.575746127691727,52.73
145,149.57,174.88,2.9,0.13,845,25.310000000000002,0.8651429702186604,43.55
146,28.07,529.61,4.3,0.18,842,501.54,1.111598522374276,62.58
147,308.69,482.51,2.8,0.45,145,173.82,3.4541484716157207,81.55
148,256.31,401.9,2.4,0.33,430,145.58999999999997,1.0386891685834647,62.7
149,35.22,513.34,3.0,0.39,827,478.12,1.4589739945999716,70.73
150,146.54,523.03,4.3,0.23,493,376.49,1.0965909090909092,71.07
151,455.05,430.85,2.3,0.32,347,-24.19999999999999,5.023318176518597,61.53
152,127.39,505.47,1.7,0.12,857,378.08000000000004,0.9395178528280144,30.43
153,81.0,424.53,3.8,0.35,786,343.53,1.2994092620366686,75.14
154,249.83,414.48,4.3,0.21,894,164.65,0.7569304941743672,65.06
155,492.97,378.79,1.4,0.22,410,-114.18,0.7535710022679346,41.9
156,128.61,456.58,2.0,0.32,423,327.96999999999997,3.419818740169276,57.77
157,339.35,111.99,1.6,0.47,603,-227.36,2.4859045504994453,66.97
158,383.19,530.91,2.4,0.03,352,147.71999999999997,3.498122158529353,33.48
159,126.44,525.67,2.8,0.41,470,399.22999999999996,1.7684440706476028,74.3
160,366.83,36.96,4.0,0.15,295,-329.87,0.3460674157303371,62.05
161,190.21,498.97,3.6,0.22,769,308.76,4.770723778563917,60.31
162,319.83,94.74,3.5,0.01,286,-225.08999999999997,0.36092803535372775,43.14
163,320.43,214.37,2.4,0.15,583,-106.06,6.5356707317073175,43.17
164,272.53,451.23,4.4,0.25,234,178.70000000000005,5.625607779578607,76.66
165,54.24,113.24,2.9,0.03,517,58.99999999999999,0.47682007663480563,36.83
166,419.3,494.42,4.9,0.25,803,75.12,10.137789624769326,75.97
167,167.18,502.64,3.5,0.46,412,335.46,2.211739857432016,86.88
168,101.39,314.33,1.5,0.05,332,212.94,1.1702967348002533,26.68
169,29.98,23.7,3.7,0.38,602,-6.280000000000001,0.09242288343797526,78.98
170,299.54,186.48,2.3,0.2,385,-113.06000000000003,0.38849190641861625,49.15
171,342.01,377.82,3.7,0.33,211,35.81,1.2653895103489852,77.89
172,18.13,589.09,1.3,0.13,209,570.96,2.2198816746429513,33.91
173,260.93,386.45,1.7,0.08,523,125.51999999999998,1.6463596472542923,29.77
174,120.98,170.69,4.4,0.08,650,49.709999999999994,0.3772738324160643,55.5
175,326.13,387.72,1.9,0.04,371,61.59000000000003,0.7850807921273235,29.29
176,95.44,333.19,4.3,0.09,61,237.75,0.7066895732586748,61.39
177,348.56,472.31,2.1,0.33,473,123.75,1.2583189023577994,59.27
178,199.5,82.05,3.6,0.44,122,-117.45,0.9272234150751497,88.78
179,469.0,461.4,3.8,0.41,637,-7.600000000000023,2.828419052289585,82.63
180,77.39,333.93,3.1,0.34,907,256.54,8.424066599394552,65.93
181,177.12,578.54,2.2,0.06,250,401.41999999999996,1.1277802686212206,35.5
182,65.6,218.29,1.9,0.14,571,152.69,0.5923262692318129,37.29
183,463.1,386.92,1.1,0.15,913,-76.18,0.933912623702631,26.87
184,439.9,560.58,2.2,0.12,554,120.68000000000006,3.08536518245363,38.46
185,136.39,79.46,3.6,0.26,787,-56.92999999999999,0.16999700483505198,64.13
186,333.39,563.59,4.8,0.27,737,230.20000000000005,3.662291246994607,77.63
187,410.44,418.97,4.5,0.18,837,8.53000000000003,26.383501259445843,64.63
188,282.05,59.35,4.1,0.18,88,-222.70000000000002,0.2742859783713837,68.12
189,269.53,194.56,4.2,0.41,109,-74.96999999999997,0.6073167686352853,91.91
190,128.51,430.74,3.7,0.39,627,302.23,1.5888015934491535,79.73
191,55.62,59.06,2.0,0.15,370,3.440000000000005,0.12402091514247916,41.3
192,449.64,357.66,4.6,0.46,484,-91.97999999999996,5.009945370500071,97.16
193,451.2,220.61,3.7,0.48,685,-230.58999999999997,0.7086733054930935,88.15
194,320.22,380.13,3.2,0.16,725,59.90999999999997,1.3133291873963515,50.75
195,176.12,46.53,1.4,0.18,457,-129.59,0.28106312292358804,37.43
196,181.11,525.49,2.8,0.25,972,344.38,1.1552023566136869,53.28
197,365.72,584.62,2.8,0.47,435,218.89999999999998,1.3993824353112958,80.65
198,449.58,581.95,4.5,0.44,720,132.37000000000006,1.4295715829812323,91.8
199,444.67,454.8,3.2,0.05,618,10.129999999999995,0.9401356044319498,40.82
200,392.14,95.45,2.5,0.2,127,-296.69,0.23762105105927459,53.73
201,324.6,459.79,4.9,0.28,243,135.19,3.3068901035673193,84.57
202,51.23,34.26,1.4,0.25,334,-16.97,0.087291072156543,45.66
203,89.2,32.83,2.7,0.1,576,-56.370000000000005,0.18277474668745128,41.24
204,450.29,207.69,1.2,0.43,573,-242.60000000000002,1.436704482567792,59.27
205,307.15,303.41,4.0,0.34,662,-3.7399999999999523,5.612467628560858,77.38
206,14.51,466.84,4.7,0.42,205,452.33,1.130199002566213,96.95
207,59.72,416.31,2.1,0.43,389,356.59000000000003,1.0529097852752978,70.11
208,335.12,278.62,4.4,0.37,174,-56.5,1.9836252313826,89.26
209,12.48,178.7,2.2,0.22,920,166.22,0.42964993267936136,44.8
210,88.8,598.33,4.6,0.31,329,509.53000000000003,1.1823768872025928,83.71
211,278.88,267.19,4.0,0.08,966,-11.689999999999998,3.6701923076923078,48.34
212,349.03,281.8,4.2,0.34,955,-67.22999999999996,2.020651082747741,76.45
213,329.46,114.9,1.1,0.09,671,-214.55999999999997,0.2759432263022647,23.29
214,119.89,480.99,4.9,0.35,895,361.1,2.971642159891264,85.05
215,358.97,422.34,3.9,0.11,918,63.36999999999995,1.2094501718213058,50.82
216,126.25,148.05,2.2,0.06,707,21.80000000000001,2.534234851078398,30.93
217,169.45,67.78,4.3,0.08,777,-101.66999999999999,0.2638072626785506,53.23
218,375.78,414.69,2.1,0.0,959,38.910000000000025,1.0104285957944494,21.41
219,328.32,399.62,4.5,0.36,723,71.30000000000001,1.0453594224128913,83.77
220,426.12,178.49,1.5,0.37,177,-247.63,0.3957123220857536,60.23
221,332.23,571.5,3.8,0.26,363,239.26999999999998,1.1797126579142927,70.37
222,288.47,107.61,3.2,0.08,381,-180.86,0.2510439752712003,46.19
223,55.9,270.75,1.4,0.04,199,214.85,0.7233502538071066,26.01
224,190.18,567.3,2.0,0.01,503,377.11999999999995,17.744760713168596,25.97
225,139.95,263.44,1.0,0.08,85,123.49000000000001,0.8746057567809834,27.15
226,129.55,390.35,2.9,0.45,734,260.8,11.098947967017345,76.66
227,486.78,250.6,2.2,0.12,469,-236.17999999999998,0.5602253420370205,39.31
228,202.62,179.04,3.4,0.18,71,-23.580000000000013,0.9595369526769922,61.29
229,447.1,590.71,2.2,0.05,255,143.61,1.8699271921494147,34.45
230,319.26,257.41,2.2,0.11,688,-61.849999999999966,1.5648024316109423,36.12
231,399.46,538.58,4.0,0.26,897,139.12000000000006,1.2419979706669129,67.03
232,256.29,153.37,1.2,0.3,405,-102.92000000000002,0.3134605951602355,47.95
233,292.68,143.6,4.6,0.12,489,-149.08,0.629079598720813,63.11
234,251.33,38.06,4.4,0.03,778,-213.27,0.07984727059119708,49.22
235,105.67,397.97,3.7,0.2,145,292.3,2.520552283235164,65.55
236,364.0,233.75,3.4,0.12,978,-130.25,0.7764748870581982,46.22
237,147.58,521.33,4.6,0.11,990,373.75,1.0988323075626003,57.1
238,21.91,294.46,1.7,0.48,213,272.54999999999995,1.5551095854238182,72.87
239,326.28,581.55,1.3,0.31,197,255.26999999999998,1.106849888658381,52.03
240,96.78,127.6,2.0,0.28,579,30.819999999999993,1.590824086772223,52.21
241,470.82,523.8,4.2,0.21,343,52.97999999999996,21.138014527845034,69.57
242,477.43,470.43,1.1,0.21,244,-7.0,0.9432936977401697,39.56
243,458.28,467.13,3.3,0.27,712,8.850000000000023,9.030156582254012,62.88
244,191.38,509.97,5.0,0.35,529,318.59000000000003,0.9345929699813071,89.71
245,17.57,461.39,4.4,0.35,926,443.82,0.8805152671755725,79.74
246,464.88,383.21,3.1,0.09,172,-81.67000000000002,4.339372664477409,48.28
247,219.81,96.12,1.3,0.25,449,-123.69,0.3176365619113711,43.51
248,483.66,38.87,4.3,0.21,748,-444.79,0.34117440533661014,66.52
249,482.17,554.09,3.4,0.44,501,71.92000000000002,2.27030238465951,82.99
250,427.97,377.66,1.5,0.32,710,-50.31,7.890931884663603,49.9
251,154.28,481.99,1.4,0.27,153,327.71000000000004,3.575593471810089,49.47
252,198.7,299.28,4.6,0.06,804,100.57999999999998,1.4295677095772628,53.96
253,427.06,88.04,3.7,0.3,511,-339.02,0.3526113425184236,71.89
254,165.29,92.61,4.3,0.06,792,-72.67999999999999,0.17215034575061341,51.08
255,93.05,417.63,4.5,0.17,767,324.58,0.9338565774468371,64.33
256,282.83,269.58,3.3,0.07,759,-13.25,0.6582989426387634,42.41
257,468.72,136.3,3.1,0.35,445,-332.42,0.4508467848637206,71.55
258,351.05,305.12,2.7,0.1,961,-45.93000000000001,0.6570198105081826,37.39
259,289.33,57.24,2.3,0.2,386,-232.08999999999997,0.2912384247481429,49.14
260,57.62,357.54,2.7,0.45,648,299.92,0.9068634910972455,75.52
261,311.35,176.02,4.1,0.1,191,-135.33,0.3219858415497467,59.09
262,495.13,482.58,3.4,0.25,366,-12.550000000000011,2.6323024054982813,65.34
263,78.64,200.01,4.6,0.21,760,121.36999999999999,0.5325079872204472,69.4
264,263.98,284.03,2.8,0.01,607,20.049999999999955,0.608579203359688,32.93
265,439.91,26.74,3.4,0.4,849,-413.17,0.05295468948035488,75.51
266,372.98,62.02,3.5,0.03,576,-310.96000000000004,0.15540354306046256,42.24
267,351.54,247.65,3.4,0.24,605,-103.89000000000001,1.4853355724824568,61.95
268,354.22,298.36,3.8,0.28,450,-55.860000000000014,1.5739607512133362,71.5
269,186.15,368.01,1.9,0.31,730,181.85999999999999,14.094599770202988,52.7
270,153.86,189.16,3.0,0.34,359,35.29999999999998,0.44817210415333947,70.41
271,406.59,423.09,1.4,0.13,544,16.5,11.172167942962767,31.56
272,406.96,518.87,2.5,0.0,605,111.91000000000003,1.0864339705605226,28.95
273,434.87,472.31,3.0,0.36,659,37.44,6.01822120285423,69.41
274,457.49,42.98,3.6,0.27,822,-414.51,0.40187003272557265,64.78
275,260.56,298.69,4.8,0.42,158,38.129999999999995,1.1065051492924354,98.42
276,255.74,80.86,3.4,0.41,844,-174.88,0.19733020962979234,76.56
277,401.16,160.39,4.0,0.42,421,-240.77000000000004,1.794673827906456,87.79
278,328.48,592.26,3.0,0.24,904,263.78,2.36487781504552,54.96
279,353.96,102.65,3.5,0.17,665,-251.30999999999997,0.3755533604068343,55.35
280,399.94,309.36,1.3,0.4,817,-90.57999999999998,2.4061600684452054,54.83
281,446.1,378.53,2.0,0.23,940,-67.57000000000005,4.927492840406145,43.6
282,175.62,427.43,2.4,0.09,255,251.81,0.9241929555233627,40.45
283,194.04,344.6,2.9,0.43,896,150.56000000000003,1.2141498132619266,73.04
284,56.05,25.67,1.2,0.44,92,-30.379999999999995,1.131335390039665,65.08
285,293.36,209.35,1.6,0.23,914,-84.01000000000002,0.4708832857239254,39.86
286,27.61,320.27,2.1,0.04,294,292.65999999999997,0.5934002816275105,32.06
287,238.14,70.96,4.9,0.19,336,-167.18,0.2092166170357048,74.64
288,275.9,223.36,2.3,0.4,404,-52.539999999999964,0.7851518560179978,68.96
289,150.41,39.26,2.9,0.45,834,-111.15,0.08095679967006908,75.66
290,299.51,65.58,1.8,0.1,525,-233.93,0.1250095310712924,32.75
291,24.95,250.22,3.4,0.03,132,225.27,0.5976402025413203,45.68
292,28.3,96.98,2.1,0.44,159,68.68,0.3828359387336176,73.41
293,413.07,349.17,1.8,0.19,999,-63.89999999999998,1.0522239633558343,37.01
294,186.49,419.89,3.1,0.27,239,233.39999999999998,1.0766410256410257,65.61
295,72.26,484.34,1.0,0.48,849,412.08,4.072137212039684,59.51
296,265.9,136.09,1.0,0.03,985,-129.80999999999997,0.5352605703048181,13.15
297,387.3,117.14,1.9,0.32,958,-270.16,0.25523477502995967,51.42
298,115.75,80.65,1.1,0.04,300,-35.099999999999994,0.22078953131844067,22.0
299,315.22,389.13,1.4,0.19,773,73.90999999999997,1.6559428060768542,35.27
300,51.82,429.76,2.4,0.4,340,377.94,1.1618275209516087,70.6
301,35.32,38.32,4.2,0.22,694,3.0,0.4897124600638978,67.06
302,270.36,563.0,3.3,0.5,250,292.64,2.4499564838990424,90.5
303,274.91,50.14,3.1,0.28,846,-224.77000000000004,0.11413092961850133,60.54
304,322.34,333.95,2.2,0.16,375,11.610000000000014,2.511468752350154,44.25
305,365.78,431.26,4.7,0.11,560,65.48000000000002,3.7667918595510526,62.4
306,488.17,525.16,2.6,0.18,458,36.98999999999995,1.0028070041436725,49.42
307,262.99,434.17,1.3,0.19,656,171.18,3.4106048703849177,35.44
308,168.25,485.0,3.5,0.03,839,316.75,3.137331004592794,39.61
309,399.64,216.88,1.5,0.18,990,-182.76,0.4063401656237119,33.1
310,142.71,492.6,2.4,0.23,886,349.89,1.2071458328228002,48.14
311,225.1,66.47,3.0,0.36,557,-158.63,0.17075113029182082,70.43
312,48.44,538.99,4.5,0.33,780,490.55,1.1435754901128745,80.2
313,22.42,337.6,3.0,0.35,650,315.18,4.3861244640769135,68.5
314,481.7,494.03,3.8,0.0,121,12.329999999999984,1.2580661590567623,46.79
315,419.63,282.34,5.0,0.11,296,-137.29000000000002,0.9925123914648292,68.04
316,351.03,393.28,1.5,0.33,690,42.25,0.8575665067597034,51.1
317,210.39,325.31,2.1,0.24,773,114.92000000000002,1.1340375095865578,47.27
318,94.91,444.32,2.6,0.0,989,349.40999999999997,1.2810887178156445,26.11
319,86.65,67.35,2.7,0.4,904,-19.30000000000001,0.24890055064858274,67.96
320,132.62,55.0,2.6,0.39,657,-77.62,0.2030869212022746,68.43
321,279.12,163.32,4.6,0.27,636,-115.80000000000001,0.38350631662987833,76.64
322,360.15,112.54,3.9,0.03,984,-247.60999999999996,0.32037121384650424,42.16
323,333.5,525.63,3.4,0.38,615,192.13,1.4856698699830413,75.85
324,147.17,147.14,2.2,0.29,393,-0.030000000000001137,0.5749902305588119,57.07
325,477.88,586.0,4.3,0.39,974,108.12,1.958948987096343,82.26
326,371.57,215.4,4.8,0.38,103,-156.17,0.5203401294811093,94.97
327,281.63,125.63,4.3,0.4,779,-156.0,0.2749737348975661,85.21
328,309.74,478.03,1.0,0.26,577,168.28999999999996,1.2331166486096061,40.23
329,215.6,402.05,3.5,0.07,660,186.45000000000002,0.7892928658368998,45.4
330,131.39,308.95,1.2,0.34,581,177.56,0.680701522462379,50.19
331,184.43,342.11,2.0,0.31,607,157.68,1.083998732572877,54.93
332,381.34,437.14,1.2,0.37,242,55.80000000000001,1.1681988241582042,56.58
